점검일자,연월,지사,사업장,점검자,직급,점검유형,Area/공정,위험분류,위험요소원본,심각도원본,심각도점수,지적내용_평문,조치유형,조치활동분류,조치내용_평문,완료여부,지적내용,조치내용
2026-01-09,2026-01,강원지사,안인,INSPECTOR_19,EHS팀 선임,지사 주관,강원지사_ 안인,낙하·비래·붕괴,낙하ㆍ붕괴,개선필요 [하],1.0,LED 등 낙하위험,즉시처리,설치·구조물,LED등 커버설치,완료,LED 등 낙하위험,LED등 커버설치
2026-01-09,2026-01,강원지사,안인,INSPECTOR_19,EHS팀 선임,지사 주관,강원지사_ 안인,화재·폭발,화재,개선필요 [하],1.0,화재 발생시 구조용품 설치 필요,즉시처리,설치·구조물,방염 손수건 설치 완료.,완료,화재 발생시 구조용품 설치 필요,방염 손수건 설치 완료.
2026-01-09,2026-01,강원지사,안인,INSPECTOR_19,EHS팀 선임,지사 주관,강원지사_ 안인,화재·폭발,화재,개선필요 [하],1.0,화재감지 오작동 지속발생,즉시처리,설치·구조물,소방업체 의뢰 및 긴급 방문을 통한 열감지기 → 연기감지기 교체 설치,완료,화재감지 오작동 지속발생,소방업체 의뢰 및 긴급 방문을 통한 열감지기 → 연기감지기 교체 설치
2026-01-09,2026-01,강원지사,안인,INSPECTOR_19,EHS팀 선임,지사 주관,강원지사_ 안인,기타,기타,개선필요 [하],1.0,동절기 대비 한랭질환 예방 필요,즉시처리,설치·구조물,휴게실 장판 설치완료 및 척추온열의료기기 설치(01. 06 ~ 01.09) 완료,완료,동절기 대비 한랭질환 예방 필요,휴게실 장판 설치완료 및 척추온열의료기기 설치(01. 06 ~ 01.09) 완료
2026-01-09,2026-01,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,전도,전도,개선필요 [하],1.0,유연탄 2부두 본선 이동용 사다리 핸드레일 설치 불량 및 전도사고 위험,즉시처리,설치·구조물,본선 요청하여 이동용사다리 교체 진행 완료,완료,유연탄 2부두 본선 이동용 사다리 핸드레일 설치 불량 및 전도사고 위험,본선 요청하여 이동용사다리 교체 진행 완료
2026-01-09,2026-01,경북지사,문덕,INSPECTOR_16,EHS팀 선임,지사 주관,경북지사_ 문덕,화재·폭발,화재,개선필요 [하],1.0,소화전 앞 화물적재에 따른 비상시 소방활동 불가,즉시처리,기타,소화전 앞 적재방지를 위한 적재방지선 표기 실시,진행(조치 후),소화전 앞 화물적재에 따른 비상시 소방활동 불가,소화전 앞 적재방지를 위한 적재방지선 표기 실시
2026-01-08,2026-01,경남지사,중량(육송),INSPECTOR_15,EHS팀 책임,지사 주관,경남지사_ 중량(육송),관리적미흡,관리적 미흡,개선필요 [하],1.0,포터 비치 된 자동차 겸용 소화기 압력 부족으로 인한 교체 필요,즉시처리,설치·구조물,해당 차량의 자동차 겸용 소화기 교체 완료,완료,포터 비치 된 자동차 겸용 소화기 압력 부족으로 인한 교체 필요,해당 차량의 자동차 겸용 소화기 교체 완료 
2026-01-08,2026-01,부산지사,감천,INSPECTOR_10,EHS팀 책임,지사 주관,부산지사_ 감천,관리적미흡,관리적 미흡,개선필요 [하],1.0,사업장 속도제한 기준과 창고 내 속도제한 표지판이 상이하므로 변경 조치 필요,즉시처리,기타,속도표지 수정하여 사업장내 제한속도 일치,완료,사업장 속도제한 기준과 창고 내 속도제한 표지판이 상이하므로 변경 조치 필요,속도표지 수정하여 사업장내 제한속도 일치 
2026-01-08,2026-01,부산지사,감천,INSPECTOR_17,EHS팀 선임,지사 주관,부산지사_ 감천,전도,전도,개선필요 [하],1.0,"잉고트 보관구역 주변 전도주의, 접근금지 등 안전문구 미흡 → 윈드배너 설치 필요",즉시처리,설치·구조물,화물 주변 윈드배너 설치 완료,완료,"잉고트 보관구역 주변 전도주의, 접근금지 등 안전문구 미흡 → 윈드배너 설치 필요",화물 주변 윈드배너 설치 완료
2026-01-08,2026-01,강원지사,삼척,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 삼척,추락,추락,개선필요 [하],1.0,부두 안전난간부 추락 위험 예방을 위한 안전표지 일부 파손으로 인한 안전표지 탈락 → 재고정 및 부착 실시,즉시처리,설치·구조물,부두 안전난간부 추락 위험 예방을 위한 안전표지 재고정 및 부착 완료,완료,부두 안전난간부 추락 위험 예방을 위한 안전표지 일부 파손으로 인한 안전표지 탈락 → 재고정 및 부착 실시,[삼척] 부두 안전난간부 추락 위험 예방을 위한 안전표지 재고정 및 부착 완료
2026-01-08,2026-01,당진지사,당진지사,INSPECTOR_09,EHS팀 선임,지사 주관,당진지사,기타,기타,개선필요 [중],2.0,석회석 부두 하역작업 후 CSU 출입문 미시건,즉시처리,기타,석회석 부두 하역작업 후 CSU 출입문 시건 조치,완료,석회석 부두 하역작업 후 CSU 출입문 미시건,석회석 부두 하역작업 후 CSU 출입문 시건 조치
2026-01-08,2026-01,경북지사,포스코 내,INSPECTOR_16,EHS팀 선임,지사 주관,경북지사_ 포스코 내,기타,온습도,개선필요 [하],1.0,작업자 휴게장소가 없어 겨울철 대기 시 한랭질환 위험,즉시처리,설치·구조물,이동식 방풍 캐노피 설치 및 작업자 대기(한랭질환 예방),진행(조치 후),작업자 휴게장소가 없어 겨울철 대기 시 한랭질환 위험,이동식 방풍 캐노피 설치 및 작업자 대기(한랭질환 예방)
2026-01-08,2026-01,경북지사,포스코 내,INSPECTOR_16,EHS팀 선임,지사 주관,경북지사_ 포스코 내,충돌,충돌,개선필요 [하],1.0,S야드 내부 바닥 패임에 의한 물고임 발생. 겨울철 동결에 의해 미끄러짐에 의한 중장비 충돌사고 위험 존재.,중장기(계획),기타,"협의체회의를 통해 지속적으로 S야드 하부 바닥패임에 의해 작업 중 지게차 전도위험 및 물고임/동결 시 지게차 미끄러짐에 의한 충돌사고 관련하여 위험성 언급하여, 포스코에서 시설 개선 조치하도록 요청계획.",진행(조치 후),S야드 내부 바닥 패임에 의한 물고임 발생. 겨울철 동결에 의해 미끄러짐에 의한 중장비 충돌사고 위험 존재.,"협의체회의를 통해 지속적으로 S야드 하부 바닥패임에 의해 작업 중 지게차 전도위험 및 물고임/동결 시 지게차 미끄러짐에 의한 충돌사고 관련하여 위험성 언급하여, 포스코에서 시설 개선 조치하도록 요청계획."
2026-01-07,2026-01,울산지사,세방전지센터,INSPECTOR_18,EHS팀 책임,지사 주관,울산지사_ 세방전지센터,정리정돈,정리정돈,개선필요 [하],1.0,물류센터 내 지게차 부속장비 무단방치 관리소홀 개선필요,즉시처리,기타,현장 발견 즉시 시정조치 완료,완료,물류센터 내 지게차 부속장비 무단방치 관리소홀 개선필요,현장 발견 즉시 시정조치 완료
2026-01-07,2026-01,목포지사,대불부두,INSPECTOR_20,EHS팀 선임,지사 주관,목포지사_ 대불부두,추락,추락,개선필요 [하],1.0,현문사다리 스텐샤 소켓 탈락부 보수 필요 기존 용접 보수방식 진행 했으나 잦은 탈락 발생으로 보수방식 변경 필요,즉시처리,설치·구조물,▣ 현문사다리 스텐샤&소켓 보수 완료 1. 기존 보수 방법 : 스텐샤&소켓 주 탈락부 용접 보수 진행 2. 변경 보수 방법 : 프레임 - 소켓 - 스텐샤 일체 고정 방식 보수 진행 (드릴 및 탭 작업 후 볼트-너트 결합) ＊사유: 현문사다리 배치 시 크레인으로 권상하여 배치 하는 작업이 있는데 국부하중 발생 하는 부위 지속 탈락 발생,완료,"현문사다리 스텐샤 소켓 탈락부 보수 필요

기존 용접 보수방식 진행 했으나 잦은 탈락 발생으로 보수방식 변경 필요 ","[대불부두]
▣ 현문사다리 스텐샤&소켓 보수 완료
1. 기존 보수 방법 : 스텐샤&소켓 주 탈락부 용접 보수 진행
2. 변경 보수 방법 : 프레임 - 소켓 - 스텐샤 일체 고정 방식 보수 진행 (드릴 및 탭 작업 후 볼트-너트 결합)
＊사유: 현문사다리 배치 시 크레인으로 권상하여 배치 하는 작업이 있는데 국부하중 발생 하는 부위 지속 탈락 발생"
2026-01-07,2026-01,부산지사,용당,INSPECTOR_17,EHS팀 선임,지사 주관,부산지사_ 용당,충돌,충돌,개선필요 [하],1.0,잉고트 보관구역 기둥 시인성 부족 → 테이핑 등 시인성 강화 필요,즉시처리,기타,기둥 테이핑으로 시인성 강화 완료,완료,잉고트 보관구역 기둥 시인성 부족 → 테이핑 등 시인성 강화 필요,기둥 테이핑으로 시인성 강화 완료
2026-01-07,2026-01,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,기타,기타,개선필요 [중],2.0,"창고 LED 전등 조작 스위치의 표시 및 차량 충돌, 흡연으로 인한 화재 위험 인식을 위한 개선 필요 → 창고 LED 전등 조작함 외부 스위치 표시 및 안전수칙을 포함한 안전보건 게시물 제작 및 부착 예정",즉시처리,기타,창고 LED 전등 조작함 외부 스위치 표시 및 안전수칙을 포함한 안전보건 게시물 부착완료,완료,"창고 LED 전등 조작 스위치의 표시 및 차량 충돌, 흡연으로 인한 화재 위험 인식을 위한 개선 필요
 → 창고 LED 전등 조작함 외부 스위치 표시 및 안전수칙을 포함한 안전보건 게시물 제작 및 부착 예정",[동해] 창고 LED 전등 조작함 외부 스위치 표시 및 안전수칙을 포함한 안전보건 게시물 부착완료
2026-01-07,2026-01,강원지사,안인,INSPECTOR_19,EHS팀 선임,지사 주관,강원지사_ 안인,관리적미흡,관리적 미흡,개선필요 [하],1.0,가설건축물 점검표 부착 필요,즉시처리,점검·확인,가설건축물(휴게시설) 점검 진행 중,완료,가설건축물 점검표 부착 필요,"가설건축물(휴게시설) 점검 진행 중
"
2026-01-07,2026-01,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,기타,기타,개선필요 [하],1.0,유연탄 3부두 CSU GANTRY CON'V 방호울 거치상태 불량,즉시처리,설치·구조물,방호울 거치 완료 및 정비부서 내용 전달예정,완료,유연탄 3부두 CSU GANTRY CON'V 방호울 거치상태 불량,방호울 거치 완료 및 정비부서 내용 전달예정
2026-01-06,2026-01,경인지사,안성 1센터,INSPECTOR_21,EHS팀 선임,지사 주관,경인지사_ 안성 1센터,기타,기타,개선필요 [하],1.0,수도권 1물류센터 피난문 지장물(에어컴프레셔) 간섭 -> 지장물 이동조치 필오,즉시처리,기타,피난문 정면 지장물(에어컴프레셔) 이동조치 완료,완료,수도권 1물류센터 피난문 지장물(에어컴프레셔) 간섭 -> 지장물 이동조치 필오,피난문 정면 지장물(에어컴프레셔) 이동조치 완료
2026-01-06,2026-01,목포지사,대불부두,INSPECTOR_20,EHS팀 선임,지사 주관,목포지사_ 대불부두,충돌,충돌,개선필요 [하],1.0,블레이드 화물 주변 접근통제 실시,즉시처리,기타,블레이드 화물 보관장소 공간 구획 완료,완료,블레이드 화물 주변 접근통제 실시,"[대불부두]
블레이드 화물 보관장소 공간 구획 완료"
2026-01-06,2026-01,전북지사,군산항 부두,INSPECTOR_11,EHS팀 선임,지사 주관,전북지사_ 군산항 부두,기타,기타,개선필요 [하],1.0,1. CY 내 적절한 안전보건표지가 부착되어 있지 않아 부착이 필요함,즉시처리,기타,1. CY 내 적절한 안전보건표지 부착 완료,완료,"[3부두 CY]
1. CY 내 적절한 안전보건표지가 부착되어 있지 않아 부착이 필요함","[3부두 CY]
1. CY 내 적절한 안전보건표지 부착 완료"
2026-01-06,2026-01,전북지사,군산항 부두,INSPECTOR_11,EHS팀 선임,지사 주관,전북지사_ 군산항 부두,충돌,충돌,개선필요 [하],1.0,1. CY내 리치스테커 후면에 반사스티커 부착 필요,즉시처리,기타,1. CY내 리치스테커 후면에 반사스티커 부착 완료,완료,"[3부두 CY]
1. CY내 리치스테커 후면에 반사스티커 부착 필요","[3부두 CY]
1. CY내 리치스테커 후면에 반사스티커 부착 완료"
2026-01-06,2026-01,광양지사,하포일반부두,INSPECTOR_06,EHS팀 주임,지사 주관,광양지사_ 하포일반부두,충돌,충돌,개선필요 [중],2.0,H-BEAM 야적 작업 시 하차 시 화물이 예기치 않게 회전/ 밀릴 경우 화물 낙하로 인한 충돌 위험 존재 근로자 통제조치 필요,즉시처리,제거·차단,- 하차 작업 시 작업지휘자 및 신호수를 지정 구역에 배치하여 작업자 출입을 엄격히 통제하고 장비와의 안전 거리를 확보하는 등 하역 작업 안전 조치를 완료,완료,H-BEAM 야적 작업 시 하차 시 화물이 예기치 않게 회전/ 밀릴 경우 화물 낙하로 인한 충돌 위험 존재 근로자 통제조치 필요,- 하차 작업 시 작업지휘자 및 신호수를 지정 구역에 배치하여 작업자 출입을 엄격히 통제하고 장비와의 안전 거리를 확보하는 등 하역 작업 안전 조치를 완료
2026-01-06,2026-01,광양지사,하포일반부두,INSPECTOR_06,EHS팀 주임,지사 주관,광양지사_ 하포일반부두,추락,추락,개선필요 [중],2.0,ESS 컨테이너 복포 작업 시 추락 재해 예방 필요,중장기(계획),기타,1. ESS 컨테이너 복포 작업 시 이동식 추락방지대 사용을 원칙으로 하여 추락 재해 예방 2. 공간이 협소하여 이동식 추락방지대 사용을 할 수 없는 상황에서는 작업발판대를 사용하여 추락 재해 예방,완료,ESS 컨테이너 복포 작업 시 추락 재해 예방 필요,"1. ESS 컨테이너 복포 작업 시 이동식 추락방지대 사용을 원칙으로 하여 추락 재해 예방
2. 공간이 협소하여 이동식 추락방지대 사용을 할 수 없는 상황에서는 작업발판대를 사용하여 추락 재해 예방"
2026-01-06,2026-01,울산지사,용연부두,INSPECTOR_18,EHS팀 책임,지사 주관,울산지사_ 용연부두,기타,기타,개선필요 [하],1.0,1.흡연금지 표지판 적정구역 미비치 개선 필요(화재예방),즉시처리,설치·구조물,흡연금지 안전표지판 설치완료,완료,"1.흡연금지 표지판 적정구역 미비치 개선 필요(화재예방)
",흡연금지 안전표지판 설치완료
2026-01-06,2026-01,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,화재·폭발,화재,개선필요 [하],1.0,물류창고 내 흡연으로 인한 화재 위험 예방을 위한 CCTV 설치 필요,즉시처리,설치·구조물,물류창고 내 흡연으로 인한 화재 위험 예방을 위한 창고 내부 추가 CCTV 설치 완료,완료,물류창고 내 흡연으로 인한 화재 위험 예방을 위한 CCTV 설치 필요,[동해] 물류창고 내 흡연으로 인한 화재 위험 예방을 위한 창고 내부 추가 CCTV 설치 완료
2026-01-06,2026-01,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,화재·폭발,화재,개선필요 [하],1.0,강원지사 사무동 내 화재 시 연기 흡입 방지를 위한 화재예방 조치 필요,즉시처리,설치·구조물,강원지사 사무동 내 화재 시 연기 흡입 방지를 위한 화재 대피용 구조 손수건 설치 완료,완료,강원지사 사무동 내 화재 시 연기 흡입 방지를 위한 화재예방 조치 필요,[동해] 강원지사 사무동 내 화재 시 연기 흡입 방지를 위한 화재 대피용 구조 손수건 설치 완료
2026-01-06,2026-01,강원지사,안인,INSPECTOR_19,EHS팀 선임,지사 주관,강원지사_ 안인,화재·폭발,화재,개선필요 [하],1.0,가설건축물 내 화재 발생 위험,즉시처리,점검·확인,냉난방기 OFF 실시 수시 확인,완료,가설건축물 내 화재 발생 위험,"냉난방기 OFF 실시
수시 확인"
2026-01-06,2026-01,경북지사,문덕,INSPECTOR_16,EHS팀 선임,지사 주관,경북지사_ 문덕,기타,환경,개선필요 [하],1.0,창고 내부 거미줄 제거 조치 필요,즉시처리,제거·차단,거미줄제거 조치 실시,진행(조치 후),창고 내부 거미줄 제거 조치 필요,거미줄제거 조치 실시
2026-01-06,2026-01,경북지사,문덕,INSPECTOR_16,EHS팀 선임,지사 주관,경북지사_ 문덕,충돌,충돌,개선필요 [하],1.0,협소공간 작업 시 관리감독자 현장 상주 및 감독 실시,즉시처리,기타,관리감독자 상주 및 작업감독,진행(조치 후),협소공간 작업 시 관리감독자 현장 상주 및 감독 실시,관리감독자 상주 및 작업감독
2026-01-06,2026-01,경북지사,문덕,INSPECTOR_16,EHS팀 선임,지사 주관,경북지사_ 문덕,정리정돈,정리정돈,개선필요 [하],1.0,사용중인 락카를 바닥에 두어 중장비가 밟을 위험 존재,즉시처리,교육·지도,"락카 사용 중, 후 반드시 지정된 락카보관함, 유류보관함에 보관하도록 교육조치",진행(조치 후),사용중인 락카를 바닥에 두어 중장비가 밟을 위험 존재,"락카 사용 중, 후 반드시 지정된 락카보관함, 유류보관함에 보관하도록 교육조치"
2026-01-05,2026-01,전북지사,전주 동산역,INSPECTOR_11,EHS팀 선임,지사 주관,전북지사_ 전주 동산역,충돌,충돌,개선필요 [하],1.0,"1. 사업장 내 화물차 운전기사가 하차하여 충돌할 위험이 있어, 하차금지 계몽 현수막 추가 설치 필요",즉시처리,설치·구조물,1. 안전계몽 현수막 추가 설치 완료,완료,"[운송팀(전주)]
1. 사업장 내 화물차 운전기사가 하차하여 충돌할 위험이 있어, 하차금지 계몽 현수막 추가 설치 필요","[운송팀(전주)]
1. 안전계몽 현수막 추가 설치 완료"
2026-01-05,2026-01,전북지사,군장신항만,INSPECTOR_05,EHS팀 책임,지사 주관,전북지사_ 군장신항만,화재·폭발,화재,개선필요 [하],1.0,1. 소다회 창고 내 파렛트 및 톤백의 적치 위치 부적합 2. 소화전 인근에 화물을 적치하여 화재 등의 비상시 사용할 수 없는 상황임 3. 소화전 인근의 파렛트 및 톤백을 이적하여 소화전을 언제든 사용가능하도록 조치 필요,즉시처리,기타,1. 소화전 인근 파렛트 및 톤백 이적 완료 2. 소다회 창고 담당자는 자재 및 화물에 대해서 소화전 인근에 적치되지 않도록 관리,완료,"[7부두 군장신한만 소다회창고]
1. 소다회 창고 내 파렛트 및 톤백의 적치 위치 부적합
2. 소화전 인근에 화물을 적치하여 화재 등의 비상시 사용할 수 없는 상황임
3. 소화전 인근의 파렛트 및 톤백을 이적하여 소화전을 언제든 사용가능하도록 조치 필요","1. 소화전 인근 파렛트 및 톤백 이적 완료
2. 소다회 창고 담당자는 자재 및 화물에 대해서 소화전 인근에 적치되지 않도록 관리"
2026-01-05,2026-01,부산지사,감천,INSPECTOR_10,EHS팀 책임,지사 주관,부산지사_ 감천,감전,감전,개선필요 [하],1.0,창고 내 분전함 도어 고장 -> 교체 또는 수리 등 조치 필요,즉시처리,기타,분전함 도어 고장부분 수리하여 조치 완료,완료,창고 내 분전함 도어 고장 -> 교체 또는 수리 등 조치 필요,분전함 도어 고장부분 수리하여 조치 완료
2026-01-05,2026-01,부산지사,우암,INSPECTOR_17,EHS팀 선임,지사 주관,부산지사_ 우암,충돌,충돌,개선필요 [하],1.0,작업장 내 속도제한 표지 노후화 → 신규 부착 필요,즉시처리,기타,속도제한 스티커 신규 부착 완료,완료,작업장 내 속도제한 표지 노후화 → 신규 부착 필요,속도제한 스티커 신규 부착 완료
2026-01-05,2026-01,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,기타,기타,개선필요 [하],1.0,유연탄 부두 내 결빙으로 인해 근로자 이동간 전도사고 위험,즉시처리,기타,결빙구간 염화칼슘 살포,완료,유연탄 부두 내 결빙으로 인해 근로자 이동간 전도사고 위험,결빙구간 염화칼슘 살포
2026-01-02,2026-01,전북지사,완주복합물류센터,INSPECTOR_11,EHS팀 선임,지사 주관,전북지사_ 완주복합물류센터,기타,기타,개선필요 [하],1.0,1. 안전교육장 활용도 및 교육 실효성 향상을 위해 시설물 보완 필요 - 안전교육 영상 시청을 위한 영상 및 스피커 설치 - 비상대응 실습 교육을 위한 마네킹 및 훈련용 유해화학물질 보호복 설치 필요,즉시처리,설치·구조물,1. 빔프로젝트 및 스피커 설치 완료 (추후 교육영상 시청 예정) 2. 유해화학물질 착용 마네킹 및 훈련용 유해화학물질 보호복 설치 완료,완료,"[완주복합물류센터 안전교육장]
1. 안전교육장 활용도 및 교육 실효성 향상을 위해 시설물 보완 필요
  - 안전교육 영상 시청을 위한 영상 및 스피커 설치
  - 비상대응 실습 교육을 위한 마네킹 및 훈련용 유해화학물질 보호복 설치 필요","[완주복합물류센터 안전교육장]
1. 빔프로젝트 및 스피커 설치 완료 (추후 교육영상 시청 예정)
2. 유해화학물질 착용 마네킹 및 훈련용 유해화학물질 보호복 설치 완료
"
2026-01-02,2026-01,전북지사,군산항 부두,INSPECTOR_05,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,기타,기타,개선필요 [하],1.0,1. 사용되는 하역도구는 12월 분기점검이 완료된 것을 사용 확인 → 양호 2. 화물의 스윙으로 인한 회전을 잡아주기 위한 유도로프 설치 상태 지도 및 확인 3. 선박내 화물의 하역구간 작업자가 직하부에 위치하지 않도록 지도 및 확인 → 선내 관리감독자 배치하에 작업지시 적정,즉시처리,점검·확인,1. 선내 관리감독자 배치 완료 2. 화물 인양 시 유도로프 사용 확인,완료,"[군산항 6부두]
1. 사용되는 하역도구는 12월 분기점검이 완료된 것을 사용 확인 → 양호
2. 화물의 스윙으로 인한 회전을 잡아주기 위한 유도로프 설치 상태 지도 및 확인
3. 선박내 화물의 하역구간 작업자가 직하부에  위치하지 않도록 지도 및 확인 → 선내 관리감독자 배치하에 작업지시 적정","1. 선내 관리감독자 배치 완료
2. 화물 인양 시 유도로프 사용 확인"
2026-01-02,2026-01,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,전도,전도,개선필요 [하],1.0,"의왕CFS 보세창고 측면부 파레트 적재상태 불량(외줄적재, 적재단수 통일 미흡 등)",즉시처리,기타,파레트 종류 및 단수 통일을 통한 전도 방지 조치,완료,"의왕CFS 보세창고 측면부 파레트 적재상태 불량(외줄적재, 적재단수 통일 미흡 등)",파레트 종류 및 단수 통일을 통한 전도 방지 조치
2026-01-02,2026-01,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,관리적미흡,관리적 미흡,개선필요 [하],1.0,전기차 충전기 사용 관련 표지 노후화 및 탈락에 따른 사용법 및 대응요령 인지 미흡,즉시처리,설치·구조물,전기차 충전기 사용방법 및 주의사항 표지 교체 부착,완료,전기차 충전기 사용 관련 표지 노후화 및 탈락에 따른 사용법 및 대응요령 인지 미흡,전기차 충전기 사용방법 및 주의사항 표지 교체 부착
2026-07-16,2026-07,경인지사,안성 3센터,INSPECTOR_13,선임,지사 주관,경인지사_ 안성 3센터,관리적미흡,관리적 미흡,핵심안전수칙 위반,4.0,테스트,,미분류,,진행(조치 전),테스트,
2026-07-21,2026-07,강원지사,동해,INSPECTOR_19,EHS팀 선임,지사 주관,강원지사_ 동해,관리적미흡,관리적 미흡,개선필요 [중],2.0,작업 구간 내 통풍 미흡 온열질환 발생 위험 1) 쿨링/선풍기 조끼 착용 요청,즉시처리,보호구지급,1) 쿨링/선풍기 조끼 착용실시 2) 작업시 온열질환 예방/대응용품 비치 및 사용 실시 확인,완료,"<지적사항>
작업 구간 내 통풍 미흡
<위험요인>
온열질환 발생 위험
<조치요청>
1) 쿨링/선풍기 조끼 착용 요청"," 1) 쿨링/선풍기 조끼 착용실시
2) 작업시 온열질환 예방/대응용품 비치 및 사용 실시 확인"
2026-07-17,2026-07,강원지사,동해,INSPECTOR_19,EHS팀 선임,지사 주관,강원지사_ 동해,관리적미흡,관리적 미흡,관계법규 위반,4.0,그랩 이동구간 작업근로자 출입통제 미흡 그랩 이동에 따른 충돌·협착 및 낙하물 사고 위험 1) 그랩 작업 중 출입통제 실시 및 작업자 임의 출입 금지요청 2) 관리감독자에 의한 출입관리 철저 요청,즉시처리,제거·차단,그랩 작업 중 출입통제 조치 완료(즉시 작업자 출입을 통제하고 그랩 작업반경 내 위치 금지 조치 실시) 및 관리감독자 입회하에 그랩 이동 작업 실시 확인,완료,"<지적사항>
그랩 이동구간 작업근로자 출입통제 미흡
<위험요인>
그랩 이동에 따른 충돌·협착 및 낙하물 사고 위험
<조치요청>
1) 그랩 작업 중 출입통제 실시 및 작업자 임의 출입 금지요청 
2) 관리감독자에 의한 출입관리 철저 요청",그랩 작업 중 출입통제 조치 완료(즉시 작업자 출입을 통제하고 그랩 작업반경 내 위치 금지 조치 실시) 및 관리감독자 입회하에 그랩 이동 작업 실시 확인
2026-07-17,2026-07,강원지사,동해,INSPECTOR_19,EHS팀 선임,지사 주관,강원지사_ 동해,기타,기타,개선필요 [상],3.0,본선 크레인 와이어로프 소선 돌출(단선 의심) 확인 와이어로프 강도 저하로 인한 인양물 낙하 및 중대재해 발생 위험 1) 즉시 작업 중지 2) 와이어로프 점검 및 수리(교체) 요청 3) 조치 진행상황 및 완료 결과를 공유 요청,즉시처리,설치·구조물,1) 본선 측에 요청 여부 확인 2) 와이어로프 즉시 교체 작업 실시 확인 3) 사용 전 기능 및 안전성 테스트 완료 후 작업 실시 확인,완료,"<지적사항>
본선 크레인 와이어로프 소선 돌출(단선 의심) 확인
<위험요인>
와이어로프 강도 저하로 인한 인양물 낙하 및 중대재해 발생 위험
<조치요청>
1) 즉시 작업 중지 
2) 와이어로프 점검 및 수리(교체) 요청
3) 조치 진행상황 및 완료 결과를 공유 요청","1) 본선 측에 요청 여부 확인
2) 와이어로프 즉시 교체 작업 실시 확인
3) 사용 전 기능 및 안전성 테스트 완료 후 작업 실시 확인"
2026-07-16,2026-07,목포지사,대불부두,INSPECTOR_20,EHS팀 선임,지사 주관,목포지사_ 대불부두,관리적미흡,관리적 미흡,핵심안전수칙 위반,4.0,대불부두 64선석 화주사 작업장 관리대상물질 일부수량 야외보관 중 → 전용 보관함에 보관 필요 화주사 안전관리자에게 조치 요청 완료,즉시처리,제거·차단,64선석 화주사 작업장 정리정돈 진행 및 관리대상물질 전용 보관함 이동 완료,완료,"[대불부두]
대불부두 64선석 화주사 작업장 관리대상물질 일부수량 야외보관 중 → 전용 보관함에 보관 필요

화주사 안전관리자에게 조치 요청 완료","[대불부두]
64선석 화주사 작업장 정리정돈 진행 및 관리대상물질 전용 보관함 이동 완료
"
2026-07-15,2026-07,경남지사,마산항,INSPECTOR_15,EHS팀 책임,지사 주관,경남지사_ 마산항,추락,추락,개선필요 [중],2.0,크레인으로 권상한 상자 화물이 안정적인 높이까지 내려오기전에 손으로 화물을 붙잡거나 통제하려 함. 가슴 위치등 안정적인 높이까지 왔을때 접근하여 통제할 수 있도록 조치 필요.,즉시처리,제거·차단,지면으로 부터 안정적인 위치 도달 후 화물의 방향 통제 할 수 있도록 현장 지도.,완료,"크레인으로 권상한 상자 화물이 안정적인 높이까지 내려오기전에 손으로 화물을 붙잡거나 통제하려 함.
가슴 위치등 안정적인 높이까지 왔을때 접근하여 통제할 수 있도록 조치 필요. ",지면으로 부터 안정적인 위치 도달 후 화물의 방향 통제 할 수 있도록 현장 지도.
2026-07-15,2026-07,광양지사,SLB광주공장,INSPECTOR_12,EHS팀 책임,지사 주관,광양지사_ SLB광주공장,전도,전도,개선필요 [상],3.0,"자동공정 컨베이어벨트 정지 시, 근로자가 조치를 위해 컨베이어벨트 위로 올라가 조치를 하는 상황. 별도의 안전발판을 제작하였음에도 사용하지 않고 있음 컨베이어벨트에서 균형 상실 및 발걸림으로 인한 넘어짐 위험 컨베이어벨트 조치 작업 시, 안전발판 사용 및 안전발판 컨베이어벨트 옆 비치 필요",,미분류,,진행(조치 전),"<내용>
자동공정 컨베이어벨트 정지 시, 근로자가 조치를 위해 컨베이어벨트 위로 올라가 조치를 하는 상황.
별도의 안전발판을 제작하였음에도 사용하지 않고 있음 
<위험요소>
컨베이어벨트에서 균형 상실 및 발걸림으로 인한 넘어짐 위험
<요청사항>
컨베이어벨트 조치 작업 시, 안전발판 사용 및 안전발판 컨베이어벨트 옆 비치 필요",
